Measure,MeasureType,Year,Ethnicity,GeoArea,AgeGroup,VariableName,Variable,Value,LowerCI,UpperCI,QualityInd
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Taura Ora o Waiariki,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,62.3,50.4,76.1,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Taura Ora o Waiariki,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,60.7,50.4,76.1,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Te Moana a Toi,Total,bed_days,Stroke and Other Cerebrovascular Disorders,43.4,41.1,45.7,NA
4.4 Acute bed days,Crude rate,2023,Māori,Te Moana a Toi,Total,bed_days,Stroke and Other Cerebrovascular Disorders,60.1,41.1,45.7,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Stroke and Other Cerebrovascular Disorders,37.1,34.2,40.2,NA
4.4 Acute bed days,Crude rate,2023,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Stroke and Other Cerebrovascular Disorders,59.6,34.2,40.2,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Schizophrenia Disorders,59.4,53,66.3,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Schizophrenia Disorders,58.3,53,66.3,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Total,Total,bed_days,Newborn (premature),58.1,56.5,59.8,NA
4.4 Acute bed days,Crude rate,2019,Māori,Total,Total,bed_days,Newborn (premature),58.1,56.5,59.8,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Tihei Takitimu,Total,bed_days,Hip Replacement for Trauma,54.5,41.4,70.4,NA
4.4 Acute bed days,Crude rate,2021,Māori,Tihei Takitimu,Total,bed_days,Hip Replacement for Trauma,56.1,41.4,70.4,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Newborn (premature),55.7,52.1,59.5,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Newborn (premature),55.7,52.1,59.5,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Taura Ora o Waiariki,Total,bed_days,Hip Replacement for Trauma,55.4,36.9,80,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Taura Ora o Waiariki,Total,bed_days,Hip Replacement for Trauma,55.4,36.9,80,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Tiratū,Total,bed_days,Fractures of Pelvis,55.2,38.4,77,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Tiratū,Total,bed_days,Fractures of Pelvis,55.2,38.4,77,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Tihei Takitimu,Total,bed_days,Newborn (requiring medical attention),54.8,48.2,62.1,NA
4.4 Acute bed days,Crude rate,2022,Māori,Tihei Takitimu,Total,bed_days,Newborn (requiring medical attention),54.8,48.2,62.1,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Stroke and Other Cerebrovascular Disorders,46.3,42.1,50.8,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Stroke and Other Cerebrovascular Disorders,54,42.1,50.8,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Te Tiratū,Total,bed_days,Newborn (premature),51.3,46.9,56.1,NA
4.4 Acute bed days,Crude rate,2023,Māori,Te Tiratū,Total,bed_days,Newborn (premature),51.3,46.9,56.1,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Mātuku,Total,bed_days,Stroke and Other Cerebrovascular Disorders,40.9,36.2,46,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Mātuku,Total,bed_days,Stroke and Other Cerebrovascular Disorders,50.7,36.2,46,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Total,Total,bed_days,Newborn (premature),50.4,48.9,52,NA
4.4 Acute bed days,Crude rate,2020,Māori,Total,Total,bed_days,Newborn (premature),50.4,48.9,52,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,39.2,36.5,42.1,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,50.4,36.5,42.1,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Stroke and Other Cerebrovascular Disorders,36.9,35.4,38.6,NA
4.4 Acute bed days,Crude rate,2022,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Stroke and Other Cerebrovascular Disorders,48.9,35.4,38.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Total,Total,bed_days,Newborn (premature),48.7,47.2,50.2,NA
4.4 Acute bed days,Crude rate,2018,Māori,Total,Total,bed_days,Newborn (premature),48.7,47.2,50.2,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Tauraki,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,37.1,33,41.6,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Tauraki,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,46.5,33,41.6,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Tihei Takitimu,Total,bed_days,Stroke and Other Cerebrovascular Disorders,26.8,25.1,28.7,NA
4.4 Acute bed days,Crude rate,2023,Māori,Tihei Takitimu,Total,bed_days,Stroke and Other Cerebrovascular Disorders,46.4,25.1,28.7,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Ātiawa Toa,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,32.8,29.8,36,NA
4.4 Acute bed days,Crude rate,2023,Māori,Ātiawa Toa,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,46.3,29.8,36,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Ātiawa Toa,Total,bed_days,Newborn (premature),44.5,39.3,50.3,NA
4.4 Acute bed days,Crude rate,2020,Māori,Ātiawa Toa,Total,bed_days,Newborn (premature),44.5,39.3,50.3,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Newborn (premature),44.2,41,47.7,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Newborn (premature),44.2,41,47.7,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Newborn (premature),43.4,40.2,46.8,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Newborn (premature),43.4,40.2,46.8,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Tracheostomy,55.1,47.9,62.9,NA
4.4 Acute bed days,Crude rate,2022,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Tracheostomy,43.2,47.9,62.9,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Tauraki,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,36.1,32.9,39.5,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Tauraki,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,42.8,32.9,39.5,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Stroke and Other Cerebrovascular Disorders,34.3,30.7,38.3,NA
4.4 Acute bed days,Crude rate,2021,Māori,Tairāwhiti Toitū Te Ora,Total,bed_days,Stroke and Other Cerebrovascular Disorders,42.6,30.7,38.3,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Hip Replacement for Trauma,39.6,35.5,44.1,NA
4.4 Acute bed days,Crude rate,2023,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Hip Replacement for Trauma,41.2,35.5,44.1,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Moana a Toi,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,36,32.2,40.2,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Moana a Toi,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,40.1,32.2,40.2,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Ātiawa Toa,Total,bed_days,Fractures of Pelvis,39.4,28.4,53.1,NA
4.4 Acute bed days,Crude rate,2021,Māori,Ātiawa Toa,Total,bed_days,Fractures of Pelvis,39.4,28.4,53.1,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Moana a Toi,Total,bed_days,Newborn (premature),37,32.2,42.3,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Moana a Toi,Total,bed_days,Newborn (premature),37,32.2,42.3,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Tauraki,Total,events,Newborn (premature),35.9,32.3,39.8,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Tauraki,Total,events,Newborn (premature),35.9,32.3,39.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Tauraki,Total,events,Newborn (premature),35.9,32.2,39.8,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Tauraki,Total,events,Newborn (premature),35.9,32.2,39.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Ātiawa Toa,Total,bed_days,Newborn (premature),35.6,31,40.8,NA
4.4 Acute bed days,Crude rate,2019,Māori,Ātiawa Toa,Total,bed_days,Newborn (premature),35.6,31,40.8,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Stroke and Other Cerebrovascular Disorders,28.6,26,31.3,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Stroke and Other Cerebrovascular Disorders,34.8,26,31.3,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Te Tauraki,Total,bed_days,Newborn (premature),34,30.5,37.9,NA
4.4 Acute bed days,Crude rate,2023,Māori,Te Tauraki,Total,bed_days,Newborn (premature),34,30.5,37.9,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Tauraki,Total,people,Newborn (premature),33.4,29.9,37.2,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Tauraki,Total,people,Newborn (premature),33.4,29.9,37.2,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Tracheostomy,28.7,27.2,30.3,NA
4.4 Acute bed days,Crude rate,2019,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Tracheostomy,33.2,27.2,30.3,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Tauraki,Total,people,Newborn (premature),33.2,29.7,37,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Tauraki,Total,people,Newborn (premature),33.2,29.7,37,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Heart Failure and Shock,21.1,20.3,22,NA
4.4 Acute bed days,Crude rate,2023,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Heart Failure and Shock,32.5,20.3,22,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Moana a Toi,Total,bed_days,Stroke and Other Cerebrovascular Disorders,19,17.6,20.5,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Moana a Toi,Total,bed_days,Stroke and Other Cerebrovascular Disorders,31.6,17.6,20.5,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Schizophrenia Disorders,33.5,32.3,34.6,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Schizophrenia Disorders,31.6,32.3,34.6,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Heart Failure and Shock,25.2,23.9,26.5,NA
4.4 Acute bed days,Crude rate,2020,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Heart Failure and Shock,30.9,23.9,26.5,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Heart Failure and Shock,23.3,22.2,24.4,NA
4.4 Acute bed days,Crude rate,2018,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Heart Failure and Shock,29.7,22.2,24.4,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Ātiawa Toa,Total,bed_days,Fractures of Pelvis,20.1,17.6,22.7,NA
4.4 Acute bed days,Crude rate,2022,Māori,Ātiawa Toa,Total,bed_days,Fractures of Pelvis,29.5,17.6,22.7,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,events,Newborn (premature),29.4,24.4,35.2,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,events,Newborn (premature),29.4,24.4,35.2,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,people,Newborn (premature),28.7,23.7,34.4,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,people,Newborn (premature),28.7,23.7,34.4,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Heart Failure and Shock,20.6,19.6,21.6,NA
4.4 Acute bed days,Crude rate,2021,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,bed_days,Heart Failure and Shock,28.7,19.6,21.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Ātiawa Toa,Total,bed_days,Newborn (premature),28.1,24,32.7,NA
4.4 Acute bed days,Crude rate,2018,Māori,Ātiawa Toa,Total,bed_days,Newborn (premature),28.1,24,32.7,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,events,Newborn (premature),26.8,20.7,34.1,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,events,Newborn (premature),26.8,20.7,34.1,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,events,Newborn (premature),26.1,20.2,33.2,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,events,Newborn (premature),26.1,20.2,33.2,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Stroke and Other Cerebrovascular Disorders,15.9,15.3,16.6,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,bed_days,Stroke and Other Cerebrovascular Disorders,25.4,15.3,16.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tūwharetoa,Total,events,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Count,2018,Māori,Tūwharetoa,Total,events,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tūwharetoa,Total,events,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tūwharetoa,Total,people,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Count,2018,Māori,Tūwharetoa,Total,people,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tūwharetoa,Total,people,Dementia and Other Chronic Disturbances of Cerebral Function,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Punanga Ora,Total,events,Newborn (premature),25,19.1,32.1,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Punanga Ora,Total,events,Newborn (premature),25,19.1,32.1,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,people,Newborn (premature),24.7,18.9,31.8,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,people,Newborn (premature),24.7,18.9,31.8,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,people,Newborn (premature),24.1,18.4,31,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,people,Newborn (premature),24.1,18.4,31,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Tauraki,Total,events,Newborn (premature),23.9,20.9,27.2,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Tauraki,Total,events,Newborn (premature),23.9,20.9,27.2,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Punanga Ora,Total,events,Newborn (premature),23.8,18,30.8,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Punanga Ora,Total,events,Newborn (premature),23.8,18,30.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Punanga Ora,Total,people,Newborn (premature),23.8,18,30.7,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Punanga Ora,Total,people,Newborn (premature),23.8,18,30.7,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tihei Takitimu,Total,events,Newborn (premature),23.6,19.5,28.3,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tihei Takitimu,Total,events,Newborn (premature),23.6,19.5,28.3,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Tihei Takitimu,Total,events,Newborn (premature),23.3,19.2,28.1,NA
4.4 Acute bed days,Crude rate,2019,Māori,Tihei Takitimu,Total,events,Newborn (premature),23.3,19.2,28.1,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Punanga Ora,Total,people,Newborn (premature),22.5,16.9,29.4,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Punanga Ora,Total,people,Newborn (premature),22.5,16.9,29.4,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Tauraki,Total,people,Newborn (premature),22.5,19.6,25.7,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Tauraki,Total,people,Newborn (premature),22.5,19.6,25.7,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tihei Takitimu,Total,people,Newborn (premature),22.3,18.3,27,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tihei Takitimu,Total,people,Newborn (premature),22.3,18.3,27,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tihei Takitimu,Total,events,Newborn (premature),22.3,18.2,27,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tihei Takitimu,Total,events,Newborn (premature),22.3,18.2,27,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Mātuku,Total,events,Chronic Obstructive Airways Disease,14.6,12,17.6,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Mātuku,Total,events,Chronic Obstructive Airways Disease,21.9,12,17.6,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Tihei Takitimu,Total,people,Newborn (premature),21.7,17.7,26.3,NA
4.4 Acute bed days,Crude rate,2019,Māori,Tihei Takitimu,Total,people,Newborn (premature),21.7,17.7,26.3,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Tairāwhiti Toitū Te Ora,Total,events,Newborn (premature),21.5,16.1,28.1,NA
4.4 Acute bed days,Crude rate,2019,Māori,Tairāwhiti Toitū Te Ora,Total,events,Newborn (premature),21.5,16.1,28.1,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tihei Takitimu,Total,people,Newborn (premature),21,17.1,25.6,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tihei Takitimu,Total,people,Newborn (premature),21,17.1,25.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Taura Ora o Waiariki,Total,events,Newborn (premature),20.9,15.9,27,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Taura Ora o Waiariki,Total,events,Newborn (premature),20.9,15.9,27,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Karu o te Ika Poari Hauora,Total,events,Hip Replacement for Trauma,s,s,s,NA
4.4 Acute bed days,Count,2021,Māori,Te Karu o te Ika Poari Hauora,Total,events,Hip Replacement for Trauma,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Karu o te Ika Poari Hauora,Total,events,Hip Replacement for Trauma,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Karu o te Ika Poari Hauora,Total,people,Hip Replacement for Trauma,s,s,s,NA
4.4 Acute bed days,Count,2021,Māori,Te Karu o te Ika Poari Hauora,Total,people,Hip Replacement for Trauma,s,s,s,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Karu o te Ika Poari Hauora,Total,people,Hip Replacement for Trauma,s,s,s,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Tairāwhiti Toitū Te Ora,Total,people,Newborn (premature),20.7,15.4,27.2,NA
4.4 Acute bed days,Crude rate,2019,Māori,Tairāwhiti Toitū Te Ora,Total,people,Newborn (premature),20.7,15.4,27.2,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Tiratū,Total,events,Newborn (premature),20.5,17.8,23.5,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Tiratū,Total,events,Newborn (premature),20.5,17.8,23.5,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Tiratū,Total,events,Newborn (premature),20.1,17.5,23.1,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Tiratū,Total,events,Newborn (premature),20.1,17.5,23.1,NA
